user_id,event_date,session_count,feature_used
8,2025-04-17,3,loan_apply
8,2025-01-06,2,promo_click
8,2025-01-10,5,browse
8,2025-01-10,4,payment
8,2025-01-13,2,promo_click
8,2025-03-06,5,loan_apply
8,2025-01-17,1,browse
8,2025-01-15,3,payment
8,2025-04-05,1,loan_apply
8,2025-03-03,4,promo_click
8,2025-02-19,5,promo_click
8,2025-03-16,1,payment
9,2025-02-04,1,promo_click
9,2025-03-05,4,promo_click
9,2025-04-03,3,loan_apply
9,2025-04-11,4,payment
9,2025-02-04,5,loan_apply
9,2025-01-05,3,browse
9,2025-03-19,2,payment
10,2025-04-19,2,loan_apply
10,2025-01-18,3,loan_apply
10,2025-02-07,1,browse
10,2025-03-04,1,loan_apply
10,2025-01-17,1,browse
10,2025-04-29,2,payment
10,2025-02-22,3,browse
10,2025-02-20,3,browse
10,2025-02-20,2,promo_click
10,2025-04-26,5,loan_apply
10,2025-04-26,3,promo_click
10,2025-01-29,1,loan_apply
10,2025-04-11,3,browse
11,2025-03-09,2,payment
11,2025-01-05,3,payment
11,2025-04-07,5,browse
11,2025-02-16,4,loan_apply
11,2025-03-29,4,promo_click
11,2025-01-15,5,promo_click
11,2025-01-05,5,browse
11,2025-03-09,4,loan_apply
11,2025-01-02,3,browse
11,2025-04-25,3,promo_click
11,2025-02-05,2,browse
11,2025-01-27,5,promo_click
11,2025-01-11,2,promo_click
11,2025-02-07,2,payment
11,2025-04-17,4,payment
11,2025-01-13,2,loan_apply
11,2025-04-07,4,browse
11,2025-03-17,4,promo_click
12,2025-01-05,5,promo_click
12,2025-04-16,1,promo_click
12,2025-01-31,2,loan_apply
12,2025-04-28,3,loan_apply
12,2025-03-19,1,payment
12,2025-01-11,1,payment
12,2025-04-11,5,payment
12,2025-04-20,4,payment
13,2025-01-01,3,promo_click
13,2025-01-15,5,browse
13,2025-03-14,5,loan_apply
13,2025-03-15,4,loan_apply
13,2025-04-27,2,loan_apply
13,2025-02-04,4,loan_apply
13,2025-03-31,3,payment
13,2025-01-02,2,browse
13,2025-02-03,3,loan_apply
13,2025-02-12,3,promo_click
13,2025-02-20,1,browse
13,2025-02-21,5,promo_click
13,2025-02-02,1,loan_apply
14,2025-01-26,4,payment
14,2025-03-26,1,browse
14,2025-03-22,4,loan_apply
14,2025-02-18,4,payment
14,2025-03-27,4,browse
14,2025-03-02,1,browse
14,2025-01-01,5,payment
14,2025-03-28,3,browse
14,2025-02-25,3,payment
14,2025-02-01,5,loan_apply
15,2025-01-30,3,payment
15,2025-01-01,3,browse
15,2025-04-24,2,payment
15,2025-04-02,1,payment
15,2025-04-04,3,browse
15,2025-01-04,1,promo_click
15,2025-01-29,3,promo_click
15,2025-01-10,2,browse
15,2025-04-20,2,promo_click
15,2025-04-07,4,promo_click
15,2025-02-19,5,promo_click
15,2025-03-06,1,browse
15,2025-03-08,3,browse
15,2025-03-13,1,browse
15,2025-04-11,3,browse
15,2025-04-07,4,browse
15,2025-01-08,2,browse
16,2025-03-19,3,promo_click
16,2025-03-09,4,loan_apply
16,2025-02-23,5,payment
16,2025-04-05,2,browse
16,2025-03-15,1,browse
16,2025-03-26,3,promo_click
16,2025-01-19,4,loan_apply
16,2025-03-01,2,payment
16,2025-01-01,5,promo_click
16,2025-01-11,2,browse
16,2025-01-02,3,browse
16,2025-04-29,4,promo_click
17,2025-02-07,1,payment
17,2025-02-22,4,browse
17,2025-04-26,2,payment
17,2025-04-18,1,payment
17,2025-01-30,3,payment
17,2025-03-28,1,payment
17,2025-04-25,1,payment
17,2025-01-09,2,loan_apply
17,2025-01-25,1,payment
18,2025-04-20,4,payment
18,2025-02-27,5,loan_apply
18,2025-04-08,5,browse
18,2025-03-11,2,promo_click
18,2025-03-26,2,promo_click
18,2025-02-10,2,loan_apply
18,2025-02-06,1,payment
18,2025-03-17,5,payment
18,2025-03-27,5,browse
18,2025-02-26,3,promo_click
18,2025-04-08,4,loan_apply
18,2025-02-22,2,loan_apply
18,2025-01-17,2,loan_apply
18,2025-04-02,2,payment
18,2025-03-05,2,promo_click
19,2025-03-06,3,loan_apply
19,2025-02-05,3,payment
19,2025-01-29,5,browse
19,2025-02-09,3,promo_click
19,2025-02-05,1,browse
19,2025-02-08,3,payment
19,2025-04-08,5,promo_click
19,2025-02-02,2,promo_click
19,2025-04-21,4,browse
19,2025-04-09,4,browse
19,2025-03-22,3,loan_apply
19,2025-04-17,2,loan_apply
19,2025-01-26,2,loan_apply
19,2025-03-14,1,promo_click
19,2025-01-17,1,loan_apply
20,2025-02-11,1,browse
20,2025-02-04,3,payment
20,2025-04-11,4,promo_click
20,2025-02-20,2,promo_click
20,2025-01-19,5,promo_click
20,2025-02-28,3,loan_apply
20,2025-03-02,1,payment
20,2025-02-26,1,browse
20,2025-01-12,3,promo_click
20,2025-04-05,5,loan_apply
20,2025-03-28,5,payment
20,2025-03-21,1,payment
21,2025-01-15,3,payment
21,2025-04-15,5,payment
21,2025-02-16,2,promo_click
21,2025-03-12,1,browse
21,2025-01-26,5,payment
21,2025-01-07,5,browse
21,2025-01-09,3,promo_click
21,2025-03-13,2,browse
21,2025-03-28,5,payment
21,2025-04-05,4,browse
21,2025-04-09,2,browse
21,2025-04-16,1,payment
21,2025-01-31,3,promo_click
21,2025-03-01,5,payment
21,2025-01-03,5,browse
21,2025-02-09,2,browse
22,2025-02-08,1,promo_click
22,2025-04-03,1,loan_apply
22,2025-03-23,1,promo_click
22,2025-04-19,2,promo_click
22,2025-03-07,3,payment
22,2025-02-03,3,browse
22,2025-01-13,5,payment
22,2025-02-01,3,browse
22,2025-02-08,4,loan_apply
22,2025-03-03,1,loan_apply
22,2025-03-03,5,promo_click
22,2025-02-26,4,browse
22,2025-01-10,1,browse
22,2025-04-13,4,loan_apply
22,2025-03-06,1,browse
22,2025-02-14,2,promo_click
23,2025-02-06,1,promo_click
23,2025-03-06,5,payment
23,2025-03-20,1,browse
23,2025-02-18,1,promo_click
23,2025-03-09,4,browse
23,2025-02-06,5,loan_apply
23,2025-02-12,4,payment
23,2025-02-08,3,payment
23,2025-03-18,2,loan_apply
23,2025-03-12,4,promo_click
23,2025-02-28,4,loan_apply
23,2025-03-04,5,browse
23,2025-04-19,2,browse
23,2025-04-08,1,payment
23,2025-02-10,1,payment
23,2025-01-03,5,loan_apply
23,2025-02-23,1,loan_apply
23,2025-04-09,4,payment
24,2025-04-16,3,payment
24,2025-03-23,1,promo_click
24,2025-01-03,3,payment
24,2025-01-13,5,browse
24,2025-03-30,1,promo_click
24,2025-01-14,5,payment
24,2025-01-11,1,promo_click
24,2025-03-08,3,promo_click
24,2025-01-29,1,browse
24,2025-01-25,2,promo_click
24,2025-02-11,1,browse
24,2025-02-09,1,loan_apply
24,2025-01-11,3,payment
24,2025-03-29,4,browse
24,2025-02-07,3,loan_apply
24,2025-02-17,2,payment
24,2025-03-11,5,promo_click
25,2025-01-28,5,loan_apply
25,2025-03-22,2,promo_click
25,2025-02-14,5,browse
25,2025-02-27,3,promo_click
25,2025-02-09,2,promo_click
25,2025-04-01,5,loan_apply
25,2025-02-02,3,promo_click
25,2025-02-09,4,loan_apply
25,2025-02-28,3,promo_click
25,2025-02-10,5,browse
25,2025-02-14,1,loan_apply
25,2025-02-11,4,browse
25,2025-01-27,4,browse
25,2025-01-05,3,loan_apply
25,2025-02-27,1,browse
25,2025-01-31,2,payment
25,2025-02-01,3,loan_apply
26,2025-01-31,2,promo_click
26,2025-01-02,5,loan_apply
26,2025-01-12,2,promo_click
26,2025-01-13,3,loan_apply
26,2025-04-15,1,promo_click
26,2025-04-05,2,promo_click
26,2025-03-05,5,browse
26,2025-04-22,3,payment
26,2025-03-12,2,loan_apply
26,2025-04-06,2,browse
26,2025-01-28,4,browse
27,2025-04-03,4,promo_click
27,2025-04-06,4,payment
27,2025-03-09,3,promo_click
27,2025-01-17,4,payment
27,2025-01-17,2,payment
27,2025-03-06,2,promo_click
27,2025-03-23,2,payment
27,2025-03-05,5,promo_click
27,2025-02-05,3,browse
28,2025-03-17,5,browse
28,2025-02-02,3,browse
28,2025-02-27,2,payment
28,2025-02-15,2,loan_apply
28,2025-01-04,1,browse
28,2025-01-13,1,browse
28,2025-01-15,5,loan_apply
28,2025-03-16,4,promo_click
28,2025-01-02,4,payment
28,2025-03-16,3,browse
28,2025-03-22,4,promo_click
28,2025-04-02,5,loan_apply
28,2025-02-16,5,browse
28,2025-03-25,3,loan_apply
28,2025-03-10,3,browse
28,2025-01-01,2,promo_click
28,2025-02-07,2,loan_apply
29,2025-01-25,4,payment
29,2025-01-15,4,promo_click
29,2025-01-27,4,payment
29,2025-03-30,1,loan_apply
29,2025-02-22,3,payment
30,2025-03-12,3,loan_apply
30,2025-03-05,4,loan_apply
30,2025-01-24,4,payment
30,2025-01-03,4,payment
30,2025-01-15,1,payment
30,2025-03-19,1,payment
30,2025-04-18,4,promo_click
30,2025-01-09,1,promo_click
31,2025-04-27,5,payment
31,2025-03-29,3,promo_click
31,2025-03-18,1,promo_click
31,2025-01-21,2,payment
31,2025-03-05,2,payment
31,2025-04-21,3,loan_apply
31,2025-03-30,1,promo_click
31,2025-04-12,1,promo_click
31,2025-01-11,3,promo_click
31,2025-02-10,1,promo_click
32,2025-02-01,4,promo_click
32,2025-02-02,2,promo_click
32,2025-02-01,2,promo_click
32,2025-04-07,2,loan_apply
32,2025-02-02,1,loan_apply
32,2025-01-30,1,loan_apply
32,2025-04-26,2,payment
32,2025-04-13,2,payment
32,2025-04-13,2,payment
32,2025-04-24,2,payment
32,2025-04-29,4,loan_apply
32,2025-04-14,3,loan_apply
32,2025-03-08,3,payment
32,2025-01-09,1,browse
32,2025-04-05,1,payment
32,2025-03-17,2,promo_click
32,2025-03-03,4,payment
32,2025-04-21,3,browse
33,2025-03-25,4,payment
33,2025-02-27,2,browse
33,2025-01-03,1,promo_click
33,2025-04-16,3,payment
33,2025-04-28,4,browse
33,2025-01-12,5,loan_apply
33,2025-02-14,3,payment
33,2025-01-19,4,loan_apply
33,2025-01-08,5,browse
33,2025-02-22,3,promo_click
33,2025-03-23,2,browse
33,2025-01-22,5,promo_click
33,2025-02-25,1,browse
33,2025-01-03,4,payment
33,2025-04-25,3,loan_apply
34,2025-03-04,1,browse
34,2025-03-17,1,payment
34,2025-03-26,2,loan_apply
34,2025-01-24,4,loan_apply
34,2025-01-04,4,promo_click
34,2025-01-20,4,promo_click
34,2025-02-19,1,browse
34,2025-04-06,1,promo_click
34,2025-04-27,2,promo_click
34,2025-04-10,2,browse
35,2025-01-06,2,browse
35,2025-04-25,2,payment
35,2025-01-12,3,loan_apply
35,2025-01-18,5,browse
35,2025-04-07,3,payment
35,2025-01-08,4,promo_click
35,2025-04-04,2,promo_click
35,2025-01-14,2,browse
36,2025-02-07,5,loan_apply
36,2025-03-03,4,loan_apply
36,2025-04-21,1,promo_click
36,2025-01-02,1,browse
36,2025-03-30,1,promo_click
36,2025-03-07,3,loan_apply
36,2025-01-05,1,promo_click
36,2025-03-17,4,loan_apply
36,2025-01-23,3,payment
37,2025-01-14,2,loan_apply
37,2025-01-10,4,payment
37,2025-04-15,1,loan_apply
37,2025-01-20,3,promo_click
37,2025-01-01,1,promo_click
37,2025-04-28,4,promo_click
37,2025-04-17,5,browse
37,2025-04-11,4,loan_apply
37,2025-02-18,1,promo_click
37,2025-02-13,4,browse
38,2025-04-18,3,loan_apply
38,2025-01-20,2,payment
38,2025-01-02,1,browse
38,2025-02-06,4,payment
38,2025-01-29,1,browse
38,2025-02-04,5,loan_apply
38,2025-02-28,5,loan_apply
38,2025-04-23,3,payment
38,2025-01-12,2,promo_click
38,2025-02-22,2,promo_click
39,2025-04-08,1,payment
39,2025-01-29,1,browse
39,2025-04-05,3,payment
39,2025-01-23,4,payment
39,2025-03-25,5,promo_click
39,2025-03-21,2,payment
39,2025-04-29,2,loan_apply
39,2025-01-01,5,promo_click
39,2025-04-12,5,browse
39,2025-03-27,2,loan_apply
39,2025-02-24,2,browse
39,2025-03-15,2,payment
39,2025-01-17,2,promo_click
39,2025-02-16,1,promo_click
39,2025-04-01,1,payment
40,2025-01-01,3,browse
40,2025-03-21,5,promo_click
40,2025-03-10,1,payment
40,2025-03-03,4,payment
40,2025-04-24,1,loan_apply
41,2025-02-17,5,loan_apply
41,2025-04-27,5,browse
41,2025-04-15,3,promo_click
41,2025-04-08,5,payment
41,2025-04-20,4,payment
41,2025-01-19,2,payment
41,2025-01-13,1,browse
41,2025-03-24,5,browse
41,2025-01-01,1,loan_apply
41,2025-01-15,1,promo_click
41,2025-03-12,5,browse
41,2025-03-01,5,loan_apply
41,2025-02-02,1,promo_click
42,2025-02-13,2,browse
42,2025-04-09,2,payment
42,2025-02-15,1,browse
42,2025-03-26,2,promo_click
42,2025-02-17,2,payment
42,2025-01-28,5,loan_apply
42,2025-01-26,1,promo_click
43,2025-02-17,5,browse
43,2025-02-13,4,browse
43,2025-02-12,2,promo_click
43,2025-02-12,5,loan_apply
43,2025-01-23,3,browse
43,2025-03-21,5,promo_click
44,2025-02-05,3,browse
44,2025-01-15,4,loan_apply
44,2025-01-13,3,payment
44,2025-03-19,5,promo_click
44,2025-04-22,5,promo_click
44,2025-04-20,3,loan_apply
44,2025-04-21,4,browse
44,2025-01-08,2,promo_click
44,2025-01-30,2,payment
44,2025-02-18,5,promo_click
44,2025-03-31,1,payment
44,2025-03-16,4,payment
44,2025-02-08,5,browse
45,2025-02-25,1,payment
45,2025-03-02,2,promo_click
45,2025-02-05,4,promo_click
45,2025-04-28,1,promo_click
45,2025-04-30,5,payment
45,2025-02-16,3,loan_apply
45,2025-04-29,5,payment
45,2025-04-02,1,payment
45,2025-01-09,2,promo_click
45,2025-02-11,1,payment
45,2025-04-01,5,promo_click
45,2025-02-19,3,promo_click
45,2025-03-01,2,loan_apply
45,2025-01-18,3,promo_click
45,2025-03-15,1,browse
45,2025-04-24,5,browse
45,2025-02-18,3,promo_click
45,2025-04-08,1,browse
45,2025-01-21,1,payment
46,2025-01-15,3,promo_click
46,2025-03-12,3,payment
46,2025-03-14,5,loan_apply
46,2025-02-26,1,payment
46,2025-03-05,3,browse
46,2025-03-26,2,browse
46,2025-02-11,5,browse
46,2025-02-10,1,browse
46,2025-04-13,4,payment
47,2025-03-31,2,promo_click
47,2025-02-08,5,payment
47,2025-02-05,5,loan_apply
47,2025-02-05,3,loan_apply
47,2025-01-08,1,browse
47,2025-03-11,1,browse
47,2025-03-09,5,loan_apply
47,2025-03-01,2,promo_click
48,2025-01-27,5,promo_click
48,2025-04-12,2,browse
48,2025-04-28,4,loan_apply
48,2025-02-27,3,payment
48,2025-03-11,2,browse
48,2025-02-13,2,payment
48,2025-03-22,3,payment
48,2025-03-28,4,promo_click
48,2025-01-22,4,payment
48,2025-02-05,5,loan_apply
48,2025-04-03,1,browse
48,2025-03-21,2,payment
48,2025-01-30,1,browse
48,2025-01-16,4,loan_apply
48,2025-01-16,4,promo_click
48,2025-03-25,3,promo_click
49,2025-01-23,4,browse
49,2025-04-14,5,promo_click
49,2025-04-14,4,loan_apply
49,2025-01-30,5,promo_click
49,2025-03-11,2,promo_click
49,2025-04-13,1,loan_apply
49,2025-01-16,4,payment
49,2025-04-26,2,loan_apply
49,2025-01-14,4,loan_apply
49,2025-01-23,2,loan_apply
49,2025-03-07,1,loan_apply
49,2025-01-02,3,loan_apply
49,2025-03-14,1,browse
49,2025-03-08,4,payment
49,2025-01-23,2,promo_click
49,2025-03-23,3,payment
49,2025-02-12,4,loan_apply
50,2025-01-12,1,payment
50,2025-02-07,2,loan_apply
50,2025-02-04,2,payment
50,2025-03-19,3,promo_click
50,2025-01-07,4,payment
50,2025-03-14,5,browse
50,2025-03-07,3,payment
50,2025-02-04,2,payment
50,2025-01-20,2,promo_click
50,2025-01-10,1,payment
50,2025-01-25,5,payment
50,2025-02-02,4,browse
50,2025-01-14,1,payment
50,2025-03-21,5,promo_click
51,2025-02-10,1,loan_apply
51,2025-04-27,2,promo_click
51,2025-01-21,2,promo_click
51,2025-01-25,4,loan_apply
51,2025-03-01,4,promo_click
51,2025-04-06,4,loan_apply
51,2025-01-31,4,payment
52,2025-03-04,5,browse
52,2025-01-02,4,browse
52,2025-03-24,3,loan_apply
52,2025-03-24,2,payment
52,2025-03-30,2,payment
52,2025-01-11,2,loan_apply
52,2025-01-31,1,browse
52,2025-03-24,1,browse
52,2025-01-21,1,promo_click
52,2025-03-03,3,browse
52,2025-03-21,4,loan_apply
52,2025-01-04,4,browse
52,2025-02-09,1,loan_apply
52,2025-04-13,4,promo_click
52,2025-04-03,4,promo_click
52,2025-02-07,2,browse
53,2025-03-04,5,browse
53,2025-01-07,3,promo_click
53,2025-03-27,5,loan_apply
53,2025-03-27,5,payment
53,2025-02-24,2,payment
53,2025-04-01,5,payment
53,2025-04-12,5,payment
53,2025-03-28,2,promo_click
54,2025-03-06,5,loan_apply
54,2025-03-31,2,loan_apply
54,2025-03-26,5,payment
54,2025-04-11,5,promo_click
54,2025-02-05,1,browse
54,2025-04-23,4,browse
54,2025-03-04,5,promo_click
54,2025-02-24,5,payment
54,2025-03-09,2,promo_click
55,2025-03-23,3,loan_apply
55,2025-04-03,4,loan_apply
55,2025-02-07,2,loan_apply
55,2025-02-11,5,loan_apply
55,2025-04-15,1,promo_click
55,2025-01-09,1,loan_apply
55,2025-01-02,4,promo_click
55,2025-01-29,1,payment
55,2025-04-24,2,promo_click
55,2025-03-01,5,promo_click
55,2025-03-16,2,promo_click
55,2025-02-28,1,browse
55,2025-01-17,4,browse
55,2025-03-29,5,browse
55,2025-03-10,4,loan_apply
55,2025-03-28,5,promo_click
56,2025-03-28,3,loan_apply
56,2025-04-19,3,promo_click
56,2025-04-09,1,loan_apply
56,2025-01-20,5,promo_click
56,2025-02-27,4,browse
56,2025-02-21,3,browse
56,2025-04-25,4,browse
56,2025-04-17,2,loan_apply
56,2025-01-05,2,payment
56,2025-04-21,4,loan_apply
56,2025-04-05,1,loan_apply
56,2025-03-07,2,browse
57,2025-03-09,1,loan_apply
57,2025-03-30,2,browse
57,2025-03-03,2,payment
57,2025-01-21,4,promo_click
57,2025-04-01,2,payment
57,2025-01-13,5,promo_click
57,2025-04-05,4,payment
57,2025-01-11,2,browse
58,2025-01-18,1,loan_apply
58,2025-04-14,3,payment
58,2025-03-30,2,payment
58,2025-04-26,4,loan_apply
58,2025-02-13,3,payment
58,2025-04-23,5,browse
58,2025-02-01,1,promo_click
58,2025-04-15,2,loan_apply
58,2025-01-13,5,payment
58,2025-01-08,4,promo_click
58,2025-03-16,3,loan_apply
58,2025-01-22,4,loan_apply
59,2025-01-02,5,loan_apply
59,2025-03-20,4,browse
59,2025-02-19,3,browse
59,2025-03-29,4,loan_apply
59,2025-01-22,3,loan_apply
59,2025-03-02,1,promo_click
60,2025-04-28,3,browse
60,2025-01-29,4,browse
60,2025-01-25,5,browse
60,2025-01-08,2,payment
60,2025-01-16,1,promo_click
60,2025-01-05,3,loan_apply
60,2025-01-04,3,promo_click
60,2025-03-05,2,payment
60,2025-04-17,1,payment
60,2025-01-21,3,browse
60,2025-03-07,1,promo_click
60,2025-01-13,1,promo_click
60,2025-02-05,2,payment
60,2025-02-27,4,loan_apply
60,2025-03-19,1,payment
60,2025-02-22,1,promo_click
60,2025-03-16,3,browse
60,2025-04-29,3,loan_apply
60,2025-02-27,4,browse
61,2025-01-10,3,payment
61,2025-02-06,5,payment
61,2025-04-14,5,payment
61,2025-02-07,4,promo_click
61,2025-02-26,5,promo_click
61,2025-01-17,4,loan_apply
61,2025-01-14,3,promo_click
61,2025-04-11,2,browse
62,2025-04-30,2,payment
62,2025-03-23,3,browse
62,2025-03-01,4,browse
62,2025-02-18,3,payment
62,2025-01-24,5,promo_click
62,2025-01-30,2,payment
62,2025-04-27,4,promo_click
62,2025-01-19,5,promo_click
63,2025-04-23,1,payment
63,2025-03-04,4,loan_apply
63,2025-04-02,3,browse
63,2025-03-16,1,promo_click
63,2025-04-28,5,loan_apply
63,2025-01-17,4,promo_click
63,2025-04-22,3,browse
63,2025-03-11,4,browse
63,2025-04-13,1,payment
63,2025-01-16,5,loan_apply
63,2025-04-26,5,payment
64,2025-03-18,3,loan_apply
64,2025-04-04,5,payment
64,2025-03-22,3,loan_apply
64,2025-02-20,5,browse
64,2025-02-11,3,payment
64,2025-01-26,3,loan_apply
64,2025-04-03,5,promo_click
65,2025-03-15,5,promo_click
65,2025-03-11,2,promo_click
65,2025-04-13,2,browse
65,2025-01-01,1,promo_click
65,2025-03-11,1,payment
65,2025-02-15,4,promo_click
65,2025-03-01,1,browse
65,2025-03-25,1,promo_click
65,2025-03-26,4,payment
66,2025-04-02,3,browse
66,2025-04-02,2,promo_click
66,2025-01-16,2,loan_apply
66,2025-03-18,4,loan_apply
66,2025-02-14,4,promo_click
66,2025-04-17,4,payment
66,2025-04-17,1,loan_apply
66,2025-03-09,2,loan_apply
66,2025-04-01,2,promo_click
66,2025-04-30,3,promo_click
67,2025-02-17,5,payment
67,2025-01-26,4,promo_click
67,2025-01-14,1,loan_apply
67,2025-02-27,5,payment
67,2025-03-10,3,browse
67,2025-03-31,5,promo_click
67,2025-02-18,3,browse
67,2025-03-30,5,promo_click
67,2025-01-12,1,loan_apply
67,2025-02-10,1,payment
67,2025-04-27,4,browse
67,2025-04-16,1,browse
67,2025-03-27,1,loan_apply
67,2025-01-24,5,loan_apply
67,2025-04-08,4,payment
67,2025-02-12,1,browse
67,2025-03-27,1,loan_apply
67,2025-04-08,2,loan_apply
67,2025-03-15,5,loan_apply
68,2025-04-22,1,payment
68,2025-03-15,2,promo_click
68,2025-04-22,3,loan_apply
68,2025-02-08,4,promo_click
68,2025-04-21,4,browse
68,2025-01-10,3,promo_click
68,2025-04-25,1,promo_click
68,2025-02-01,5,promo_click
68,2025-01-26,4,payment
68,2025-04-26,5,browse
69,2025-04-02,3,loan_apply
69,2025-04-15,2,promo_click
69,2025-01-26,1,browse
69,2025-03-07,1,promo_click
69,2025-01-03,4,loan_apply
69,2025-02-11,4,browse
69,2025-01-06,4,browse
69,2025-03-30,3,payment
70,2025-03-10,3,browse
70,2025-04-30,4,payment
70,2025-01-08,4,promo_click
70,2025-02-10,4,loan_apply
70,2025-03-26,1,browse
70,2025-01-15,2,payment
70,2025-03-01,4,payment
71,2025-01-07,3,loan_apply
71,2025-01-03,3,payment
71,2025-04-17,1,promo_click
71,2025-01-01,5,promo_click
71,2025-02-17,3,loan_apply
71,2025-01-04,3,promo_click
72,2025-01-11,1,browse
72,2025-04-19,5,loan_apply
72,2025-01-30,5,payment
72,2025-01-04,4,payment
72,2025-04-05,3,browse
72,2025-01-27,5,loan_apply
72,2025-01-03,1,promo_click
72,2025-01-25,4,payment
72,2025-01-26,5,browse
72,2025-03-02,4,loan_apply
72,2025-01-09,4,payment
72,2025-02-19,3,promo_click
72,2025-02-13,1,browse
72,2025-03-07,4,promo_click
72,2025-03-14,5,promo_click
72,2025-04-08,3,promo_click
73,2025-03-31,5,promo_click
73,2025-04-30,2,payment
73,2025-02-02,5,browse
73,2025-02-21,2,loan_apply
73,2025-02-20,2,payment
73,2025-03-16,1,browse
73,2025-02-17,1,loan_apply
73,2025-04-18,3,payment
73,2025-01-15,3,browse
73,2025-02-02,4,loan_apply
73,2025-01-16,2,payment
73,2025-04-09,4,browse
73,2025-02-08,1,promo_click
73,2025-01-01,3,promo_click
73,2025-02-27,1,browse
73,2025-02-07,5,browse
73,2025-02-26,5,loan_apply
73,2025-02-15,4,payment
74,2025-01-17,1,browse
74,2025-03-18,2,browse
74,2025-04-07,3,browse
74,2025-01-23,3,browse
74,2025-04-08,4,loan_apply
74,2025-03-13,3,browse
74,2025-01-30,3,promo_click
74,2025-04-23,1,promo_click
74,2025-03-29,2,payment
74,2025-03-28,1,browse
74,2025-04-20,3,browse
74,2025-02-11,3,loan_apply
74,2025-01-28,4,loan_apply
74,2025-03-12,1,browse
74,2025-04-29,1,promo_click
74,2025-01-19,4,payment
75,2025-02-22,5,promo_click
75,2025-02-09,1,payment
75,2025-01-09,1,promo_click
75,2025-02-21,1,payment
75,2025-03-16,5,browse
75,2025-04-15,3,payment
75,2025-04-04,1,promo_click
75,2025-03-09,4,promo_click
75,2025-01-02,1,loan_apply
75,2025-04-20,1,promo_click
76,2025-03-03,1,promo_click
76,2025-01-30,4,browse
76,2025-01-11,2,loan_apply
76,2025-01-21,5,promo_click
76,2025-01-20,5,browse
76,2025-02-13,1,loan_apply
76,2025-03-14,5,loan_apply
76,2025-03-09,3,loan_apply
76,2025-04-08,1,promo_click
76,2025-02-14,4,payment
76,2025-03-17,1,browse
76,2025-01-26,4,loan_apply
76,2025-01-22,5,browse
76,2025-02-07,4,loan_apply
76,2025-01-29,3,promo_click
76,2025-02-24,4,promo_click
76,2025-01-04,4,loan_apply
77,2025-04-18,2,promo_click
77,2025-02-03,3,browse
77,2025-04-15,1,promo_click
77,2025-03-28,1,payment
77,2025-01-17,5,promo_click
77,2025-01-06,2,browse
77,2025-01-08,3,promo_click
77,2025-04-16,1,loan_apply
77,2025-04-03,5,loan_apply
77,2025-04-09,3,promo_click
78,2025-02-25,1,loan_apply
78,2025-03-02,1,payment
78,2025-04-23,3,promo_click
78,2025-04-07,2,browse
